Year	Month	Day	Hour	WindS (m/s)
2009	1	24	12	2.122596312
2009	1	24	15	3.145865053
2009	1	24	18	5.213557771
2009	1	24	21	5.125843145
2009	1	25	0	3.480758201
2009	1	25	3	3.386284965
2009	1	25	6	3.588162092
2009	1	25	9	3.278475083
2009	1	25	12	2.533154118
2009	1	25	15	1.5313154
2009	1	25	18	3.141760868
2009	1	25	21	3.399874282
2009	1	26	0	3.295993199
2009	1	26	3	3.244227155
2009	1	26	6	2.751353286
2009	1	26	9	2.413066476
2009	1	26	12	2.327065988
2009	1	26	15	2.764888036
2009	1	26	18	4.559290532
2009	1	26	21	5.93403064
2009	1	27	0	6.332254517
2009	1	27	3	6.801007661
2009	1	27	6	6.760271386
2009	1	27	9	6.817130027
2009	1	27	12	6.590793778
2009	1	27	15	6.533559195
2009	1	27	18	6.64318746
2009	1	27	21	5.902194708
2009	1	28	0	4.94037872
2009	1	28	3	4.565827323
2009	1	28	6	4.155610925
2009	1	28	9	2.814102569
2009	1	28	12	2.889458826
2009	1	28	15	2.931138855
2009	1	28	18	3.364304592
2009	1	28	21	3.482477511
2009	1	29	0	1.793956735
2009	1	29	3	1.524920431
2009	1	29	6	2.045585019
2009	1	29	9	2.014743245
2009	1	29	12	0.803179364
2009	1	29	15	0.710815348
2009	1	29	18	1.544162368
2009	1	29	21	1.729133275
2009	1	30	0	0.959091421
2009	1	30	3	1.170723538
2009	1	30	6	2.60828635
2009	1	30	9	3.88160515
2009	1	30	12	3.896982307
2009	1	30	15	3.739223743
2009	1	30	18	3.864665786
2009	1	30	21	3.979307434
2009	1	31	0	2.653014733
2009	1	31	3	2.491022095
2009	1	31	6	2.437380215
2009	1	31	9	2.501866552
2009	1	31	12	2.453869775
2009	1	31	15	1.581903033
2009	1	31	18	1.450757293
2009	1	31	21	4.322749653
2009	2	1	0	3.768240168
2009	2	1	3	2.721924953
2009	2	1	6	4.180451457
2009	2	1	9	3.730424078
2009	2	1	12	3.126729395
2009	2	1	15	2.920220396
2009	2	1	18	3.393667955
2009	2	1	21	3.839303775
2009	2	2	0	3.211336985
2009	2	2	3	3.291760733
2009	2	2	6	3.542771654
2009	2	2	9	3.421150224
2009	2	2	12	2.91648119
2009	2	2	15	1.942002698
2009	2	2	18	1.273290592
2009	2	2	21	1.287623469
2009	2	3	0	1.641415675
2009	2	3	3	2.262976692
2009	2	3	6	2.407950169
2009	2	3	9	2.655458494
2009	2	3	12	3.57016024
2009	2	3	15	3.369437897
2009	2	3	18	2.062281258
2009	2	3	21	2.467248426
2009	2	4	0	3.443563894
2009	2	4	3	4.257716787
2009	2	4	6	4.239049183
2009	2	4	9	4.266061991
2009	2	4	12	4.335753964
2009	2	4	15	3.842907947
2009	2	4	18	3.208671038
2009	2	4	21	3.546541857
2009	2	5	0	4.032688664
2009	2	5	3	4.400452124
2009	2	5	6	4.2359126
2009	2	5	9	4.483433793
2009	2	5	12	5.156311948
2009	2	5	15	5.303138087
2009	2	5	18	4.951821766
2009	2	5	21	5.199160003
2009	2	6	0	4.329442854
2009	2	6	3	3.19210561
2009	2	6	6	2.109917067
2009	2	6	9	2.387112135
2009	2	6	12	3.457952726
2009	2	6	15	4.051699571
2009	2	6	18	4.492704157
2009	2	6	21	3.389975211
2009	2	7	0	3.233335473
2009	2	7	3	3.722508704
2009	2	7	6	3.402812311
2009	2	7	9	3.457685072
2009	2	7	12	3.627531622
2009	2	7	15	2.953561758
2009	2	7	18	1.649447986
2009	2	7	21	2.484583757
2009	2	8	0	4.185550934
2009	2	8	3	4.56185137
2009	2	8	6	5.21533812
2009	2	8	9	5.286118541
2009	2	8	12	4.518476321
2009	2	8	15	3.858589255
2009	2	8	18	6.931018232
2009	2	8	21	6.270146389
2009	2	9	0	4.044104589
2009	2	9	3	2.539409896
2009	2	9	6	2.489041864
2009	2	9	9	2.725019071
2009	2	9	12	4.209856871
2009	2	9	15	4.895293677
2009	2	9	18	4.080406126
2009	2	9	21	5.085420473
2009	2	10	0	4.595573674
2009	2	10	3	3.158465334
2009	2	10	6	4.235771961
2009	2	10	9	5.554374994
2009	2	10	12	5.510158355
2009	2	10	15	4.312991481
2009	2	10	18	4.609247016
2009	2	10	21	4.615067884
2009	2	11	0	2.9260607
2009	2	11	3	2.58782501
2009	2	11	6	2.844428132
2009	2	11	9	2.787144675
2009	2	11	12	2.292692634
2009	2	11	15	2.390379267
2009	2	11	18	2.573892261
2009	2	11	21	2.385730374
2009	2	12	0	2.204880156
2009	2	12	3	2.241179314
2009	2	12	6	1.752637563
2009	2	12	9	1.362011084
2009	2	12	12	2.401523544
2009	2	12	15	2.47643645
2009	2	12	18	2.389752146
2009	2	12	21	3.059477148
2009	2	13	0	3.358342798
2009	2	13	3	3.482611904
2009	2	13	6	3.216309446
2009	2	13	9	2.909217321
2009	2	13	12	2.887469172
2009	2	13	15	4.405791622
2009	2	13	18	6.290289509
2009	2	13	21	5.354874366
2009	2	14	0	3.885078652
2009	2	14	3	3.700769654
2009	2	14	6	3.732169119
2009	2	14	9	3.81344065
2009	2	14	12	3.774223008
2009	2	14	15	4.147435116
2009	2	14	18	5.037745842
2009	2	14	21	5.29902166
2009	2	15	0	4.984656709
2009	2	15	3	4.08460746
2009	2	15	6	4.13122382
2009	2	15	9	3.712258563
2009	2	15	12	3.515423544
2009	2	15	15	3.911448409
2009	2	15	18	4.554540034
2009	2	15	21	4.679069868
2009	2	16	0	4.52089879
2009	2	16	3	3.783373155
2009	2	16	6	3.651049913
2009	2	16	9	5.214941622
2009	2	16	12	7.796741962
2009	2	16	15	9.697973415
2009	2	16	18	10.01859855
2009	2	16	21	8.813956083
2009	2	17	0	6.926820844
2009	2	17	3	4.330014252
2009	2	17	6	3.4717405
2009	2	17	9	3.90112487
2009	2	17	12	4.555461755
2009	2	17	15	4.008916813
2009	2	17	18	4.289446516
2009	2	17	21	4.375209518
2009	2	18	0	3.69672194
2009	2	18	3	3.049856663
2009	2	18	6	3.446543523
2009	2	18	9	3.436763967
2009	2	18	12	3.333795217
2009	2	18	15	2.89648313
2009	2	18	18	3.147170186
2009	2	18	21	2.945117152
2009	2	19	0	2.446771567
2009	2	19	3	4.202882464
2009	2	19	6	4.343860964
2009	2	19	9	4.699383541
2009	2	19	12	4.904465154
2009	2	19	15	4.570933178
2009	2	19	18	4.990088685
2009	2	19	21	4.290522006
2009	2	20	0	1.519920614
2009	2	20	3	0.717437113
2009	2	20	6	1.954216194
2009	2	20	9	2.945552693
2009	2	20	12	2.593271108
2009	2	20	15	2.459430154
2009	2	20	18	2.337881486
2009	2	20	21	2.09967049
2009	2	21	0	2.505346794
2009	2	21	3	3.754261624
2009	2	21	6	4.216626129
2009	2	21	9	4.399680849
2009	2	21	12	3.843799371
2009	2	21	15	2.739945356
2009	2	21	18	2.72084334
2009	2	21	21	3.254510322
2009	2	22	0	3.819400217
2009	2	22	3	4.213021981
2009	2	22	6	4.213480045
2009	2	22	9	4.616234361
2009	2	22	12	5.271216497
2009	2	22	15	4.663538936
2009	2	22	18	4.990922477
2009	2	22	21	3.537935719
2009	2	23	0	3.965412785
2009	2	23	3	4.364156477
2009	2	23	6	4.651562454
2009	2	23	9	5.016206759
2009	2	23	12	6.113297779
2009	2	23	15	5.928116519
2009	2	23	18	5.946363274
2009	2	23	21	5.117135434
2009	2	24	0	4.148533205
2009	2	24	3	3.85473474
2009	2	24	6	3.671146478
2009	2	24	9	3.648544142
2009	2	24	12	3.391633145
2009	2	24	15	3.233722226
2009	2	24	18	3.836535499
2009	2	24	21	5.461674153
2009	2	25	0	5.607220965
2009	2	25	3	4.291307921
2009	2	25	6	3.732072385
2009	2	25	9	3.212347442
2009	2	25	12	3.863011629
2009	2	25	15	5.18428684
2009	2	25	18	7.653027877
2009	2	25	21	9.157312192
2009	2	26	0	8.450903596
2009	2	26	3	5.581719477
2009	2	26	6	5.488565511
2009	2	26	9	4.167894647
2009	2	26	12	3.9374632
2009	2	26	15	4.84420594
2009	2	26	18	2.948037544
2009	2	26	21	0.719753431
2009	2	27	0	1.305085938
2009	2	27	3	1.356798571
2009	2	27	6	3.272775816
2009	2	27	9	3.186082337
2009	2	27	12	3.037768391
2009	2	27	15	2.201297548
2009	2	27	18	2.099919788
2009	2	27	21	1.886668385
2009	2	28	0	2.573651096
2009	2	28	3	3.588128419
2009	2	28	6	4.270835034
2009	2	28	9	4.178259174
2009	2	28	12	4.011702973
2009	2	28	15	3.513109062
2009	2	28	18	3.709036766
2009	2	28	21	3.949473483
2009	3	1	0	4.503039582
2009	3	1	3	4.648419117
2009	3	1	6	4.971932399
2009	3	1	9	5.128975585
2009	3	1	12	4.827913039
2009	3	1	15	4.321617651
2009	3	1	18	4.096948008
2009	3	1	21	4.286617237
2009	3	2	0	4.708587593
2009	3	2	3	6.039501231
2009	3	2	6	7.603803713
2009	3	2	9	6.151219976
2009	3	2	12	5.658373497
2009	3	2	15	7.665792039
2009	3	2	18	9.239201417
2009	3	2	21	7.769013728
2009	3	3	0	5.998368043
2009	3	3	3	5.294579302
2009	3	3	6	6.262649976
2009	3	3	9	6.366010347
2009	3	3	12	6.690483369
2009	3	3	15	9.456854461
2009	3	3	18	10.77700314
2009	3	3	21	11.18637055
2009	3	4	0	9.991065473
2009	3	4	3	6.959971948
2009	3	4	6	1.748682146
2009	3	4	9	1.703160218
2009	3	4	12	3.600837059
2009	3	4	15	7.246593799
2009	3	4	18	8.787106349
2009	3	4	21	7.384592901
2009	3	5	0	5.599803122
2009	3	5	3	3.429014561
2009	3	5	6	3.28937016
2009	3	5	9	2.788215426
2009	3	5	12	3.100115704
2009	3	5	15	4.821229347
2009	3	5	18	5.744131164
2009	3	5	21	4.583981683
2009	3	6	0	2.688932296
2009	3	6	3	2.432046572
2009	3	6	6	2.465750351
2009	3	6	9	2.733347808
2009	3	6	12	2.854970896
2009	3	6	15	2.941200588
2009	3	6	18	4.099792639
2009	3	6	21	6.060765609
2009	3	7	0	5.277682671
2009	3	7	3	4.467820167
2009	3	7	6	6.151732091
2009	3	7	9	5.685110189
2009	3	7	12	5.899622271
2009	3	7	15	5.785682212
2009	3	7	18	7.609378594
2009	3	7	21	8.419511703
2009	3	8	0	6.756431443
2009	3	8	3	4.604113113
2009	3	8	6	4.190085356
2009	3	8	9	3.850689383
2009	3	8	12	3.888829988
2009	3	8	15	4.713099802
2009	3	8	18	5.845950725
2009	3	8	21	6.483023949
2009	3	9	0	5.920463694
2009	3	9	3	3.942044086
2009	3	9	6	4.589402665
2009	3	9	9	5.28063459
2009	3	9	12	5.619205489
2009	3	9	15	7.016616954
2009	3	9	18	8.439936361
2009	3	9	21	7.355955989
2009	3	10	0	5.669493746
2009	3	10	3	3.58476088
2009	3	10	6	3.700514925
2009	3	10	9	3.680131636
2009	3	10	12	3.281624449
2009	3	10	15	2.177745481
2009	3	10	18	1.160157108
2009	3	10	21	0.613753835
2009	3	11	0	1.079173946
2009	3	11	3	1.59513609
2009	3	11	6	0.592120867
2009	3	11	9	0.883126435
2009	3	11	12	1.480778127
2009	3	11	15	1.034354438
2009	3	11	18	0.937203683
2009	3	11	21	1.402252145
2009	3	12	0	2.583485489
2009	3	12	3	3.343314558
2009	3	12	6	3.106694337
2009	3	12	9	3.440006837
2009	3	12	12	3.322542246
2009	3	12	15	1.704499292
2009	3	12	18	0.416552461
2009	3	12	21	0.755342409
2009	3	13	0	1.10548235
2009	3	13	3	1.947538536
2009	3	13	6	2.808158742
2009	3	13	9	3.510924977
2009	3	13	12	3.347742582
2009	3	13	15	3.165383377
2009	3	13	18	3.675948695
2009	3	13	21	3.837383752
2009	3	14	0	4.035139321
2009	3	14	3	4.757961721
2009	3	14	6	4.94548059
2009	3	14	9	4.790793616
2009	3	14	12	4.716761729
2009	3	14	15	4.791280525
2009	3	14	18	5.960008829
2009	3	14	21	6.219106624
2009	3	15	0	5.867413824
2009	3	15	3	5.138898598
2009	3	15	6	5.788694477
2009	3	15	9	5.653270502
2009	3	15	12	5.523082206
2009	3	15	15	6.202979352
2009	3	15	18	7.043557147
2009	3	15	21	7.069978984
2009	3	16	0	5.551322377
2009	3	16	3	4.581434037
2009	3	16	6	4.296899022
2009	3	16	9	4.006418517
2009	3	16	12	3.86477956
2009	3	16	15	3.997738347
2009	3	16	18	5.171534692
2009	3	16	21	4.518921526
2009	3	17	0	3.173641334
2009	3	17	3	3.210716095
2009	3	17	6	1.26694592
2009	3	17	9	1.346354871
2009	3	17	12	1.727414614
2009	3	17	15	1.464363212
2009	3	17	18	1.317155563
2009	3	17	21	0.843521242
2009	3	18	0	0.758255451
2009	3	18	3	1.294001845
2009	3	18	6	2.043938829
2009	3	18	9	2.752988913
2009	3	18	12	2.927521235
2009	3	18	15	2.461763131
2009	3	18	18	2.31162976
2009	3	18	21	2.512932241
2009	3	19	0	3.069006143
2009	3	19	3	4.010770181
2009	3	19	6	3.942130616
2009	3	19	9	3.82665682
2009	3	19	12	3.461767326
2009	3	19	15	2.447289594
2009	3	19	18	1.969619079
2009	3	19	21	2.733296335
2009	3	20	0	3.557234022
2009	3	20	3	4.488600041
2009	3	20	6	4.367817429
2009	3	20	9	4.168710931
2009	3	20	12	4.128462867
2009	3	20	15	3.767341476
2009	3	20	18	4.3292914
2009	3	20	21	4.994061605
2009	3	21	0	4.357478341
2009	3	21	3	5.069348707
2009	3	21	6	5.153929789
2009	3	21	9	4.935202514
2009	3	21	12	5.720084644
2009	3	21	15	8.070195876
2009	3	21	18	8.85281938
2009	3	21	21	7.824331006
2009	3	22	0	5.371507565
2009	3	22	3	4.832057794
2009	3	22	6	4.14598391
2009	3	22	9	4.491119551
2009	3	22	12	5.645186082
2009	3	22	15	5.938168909
2009	3	22	18	6.472367448
2009	3	22	21	6.786410127
2009	3	23	0	5.690576288
2009	3	23	3	3.446474147
2009	3	23	6	2.995533864
2009	3	23	9	2.555446918
2009	3	23	12	2.554889727
2009	3	23	15	3.33148075
2009	3	23	18	4.016179279
2009	3	23	21	4.970281886
2009	3	24	0	4.64997208
2009	3	24	3	3.010264646
2009	3	24	6	3.461844035
2009	3	24	9	4.044125916
2009	3	24	12	5.261735802
2009	3	24	15	7.045952791
2009	3	24	18	7.598834857
2009	3	24	21	7.091546007
2009	3	25	0	9.08370102
2009	3	25	3	7.266618757
2009	3	25	6	7.084798481
2009	3	25	9	5.829057823
2009	3	25	12	5.779839613
2009	3	25	15	6.753383379
2009	3	25	18	6.177800351
2009	3	25	21	6.274328125
2009	3	26	0	6.281294185
2009	3	26	3	4.838991722
2009	3	26	6	2.971647617
2009	3	26	9	2.166691799
2009	3	26	12	0.973452802
2009	3	26	15	1.805734239
2009	3	26	18	3.553670267
2009	3	26	21	4.065732908
2009	3	27	0	3.480557493
2009	3	27	3	2.031880692
2009	3	27	6	2.526003187
2009	3	27	9	3.083628148
2009	3	27	12	3.76596561
2009	3	27	15	5.107115603
2009	3	27	18	6.016673552
2009	3	27	21	7.252113674
2009	3	28	0	7.465181723
2009	3	28	3	6.923105903
2009	3	28	6	8.263340704
2009	3	28	9	9.130918042
2009	3	28	12	9.904551071
2009	3	28	15	10.88488104
2009	3	28	18	11.57164196
2009	3	28	21	12.36409121
2009	3	29	0	9.002256307
2009	3	29	3	5.114906203
2009	3	29	6	5.288644874
2009	3	29	9	4.142982892
2009	3	29	12	5.205590161
2009	3	29	15	6.003500493
2009	3	29	18	6.890307264
2009	3	29	21	6.13872068
2009	3	30	0	4.882086856
2009	3	30	3	2.859054555
2009	3	30	6	4.051226694
2009	3	30	9	5.211779607
2009	3	30	12	5.430967517
2009	3	30	15	6.60233452
2009	3	30	18	7.730893802
2009	3	30	21	8.477321403
2009	3	31	0	9.109657386
2009	3	31	3	7.187887549
2009	3	31	6	5.589235936
2009	3	31	9	6.52260969
2009	3	31	12	5.216053838
2009	3	31	15	6.570535257
2009	3	31	18	5.973306226
2009	3	31	21	5.059838335
2009	4	1	0	3.699880957
2009	4	1	3	2.67356031
2009	4	1	6	3.388545873
2009	4	1	9	4.476907748
2009	4	1	12	5.396061009
2009	4	1	15	6.471659334
2009	4	1	18	7.764105495
2009	4	1	21	7.288634733
2009	4	2	0	4.949997626
2009	4	2	3	1.899900416
2009	4	2	6	2.226099675
2009	4	2	9	1.933783786
2009	4	2	12	3.076561206
2009	4	2	15	4.814812561
2009	4	2	18	5.745868945
2009	4	2	21	6.085838911
2009	4	3	0	4.787643743
2009	4	3	3	4.11452859
2009	4	3	6	4.589737503
2009	4	3	9	3.30182632
2009	4	3	12	3.947650047
2009	4	3	15	5.304109472
2009	4	3	18	4.573895206
2009	4	3	21	4.349570828
2009	4	4	0	3.429673542
2009	4	4	3	1.998625648
2009	4	4	6	1.601898251
2009	4	4	9	0.968152635
2009	4	4	12	1.034884975
2009	4	4	15	0.923924733
2009	4	4	18	2.055273758
2009	4	4	21	1.941801152
2009	4	5	0	1.016972946
2009	4	5	3	2.161415124
2009	4	5	6	2.087481603
2009	4	5	9	2.188593081
2009	4	5	12	2.324943827
2009	4	5	15	2.389709562
2009	4	5	18	1.683319504
2009	4	5	21	1.653970288
2009	4	6	0	2.66731166
2009	4	6	3	3.786517445
2009	4	6	6	3.95042822
2009	4	6	9	3.952371057
2009	4	6	12	3.546399165
2009	4	6	15	3.295882571
2009	4	6	18	3.812050277
2009	4	6	21	3.406735459
2009	4	7	0	3.88732242
2009	4	7	3	4.810670185
2009	4	7	6	4.731335824
2009	4	7	9	4.744530513
2009	4	7	12	4.275065431
2009	4	7	15	5.561627823
2009	4	7	18	8.768700511
2009	4	7	21	9.296554487
2009	4	8	0	8.608636331
2009	4	8	3	5.711869905
2009	4	8	6	5.91476591
2009	4	8	9	4.624948403
2009	4	8	12	4.818963949
2009	4	8	15	6.260947421
2009	4	8	18	6.392962182
2009	4	8	21	4.820241378
2009	4	9	0	2.975967643
2009	4	9	3	2.283878275
2009	4	9	6	2.882721674
2009	4	9	9	3.740353672
2009	4	9	12	3.71836869
2009	4	9	15	3.219463345
2009	4	9	18	3.693438327
2009	4	9	21	6.094136578
2009	4	10	0	4.617357615
2009	4	10	3	3.535637148
2009	4	10	6	3.558650677
2009	4	10	9	3.572249791
2009	4	10	12	2.637899234
2009	4	10	15	1.035712442
2009	4	10	18	3.193049158
2009	4	10	21	6.9902736
2009	4	11	0	6.38205294
2009	4	11	3	4.00710676
2009	4	11	6	3.763898897
2009	4	11	9	3.241721872
2009	4	11	12	3.11010747
2009	4	11	15	3.818687724
2009	4	11	18	3.660056006
2009	4	11	21	4.115658567
2009	4	12	0	3.704827776
2009	4	12	3	2.030155908
2009	4	12	6	2.105762359
2009	4	12	9	3.027243271
2009	4	12	12	3.364830855
2009	4	12	15	3.988665813
2009	4	12	18	4.589325873
2009	4	12	21	5.772951682
2009	4	13	0	5.576856311
2009	4	13	3	4.228260142
2009	4	13	6	4.106277919
2009	4	13	9	3.728211081
2009	4	13	12	3.84450654
2009	4	13	15	5.561568337
2009	4	13	18	8.455907338
2009	4	13	21	9.232640874
2009	4	14	0	5.137949411
2009	4	14	3	3.767267779
2009	4	14	6	3.972734678
2009	4	14	9	4.908389735
2009	4	14	12	6.039928847
2009	4	14	15	6.703629394
2009	4	14	18	5.579978841
2009	4	14	21	4.19274836
2009	4	15	0	5.12835638
2009	4	15	3	2.04526668
2009	4	15	6	2.355052255
2009	4	15	9	1.581069044
2009	4	15	12	2.091278559
2009	4	15	15	1.816742094
2009	4	15	18	3.471523942
2009	4	15	21	4.397684396
2009	4	16	0	3.433430921
2009	4	16	3	2.444242684
2009	4	16	6	2.909380178
2009	4	16	9	2.718898024
2009	4	16	12	3.606002426
2009	4	16	15	5.669631585
2009	4	16	18	6.044451737
2009	4	16	21	5.689877341
2009	4	17	0	4.229958263
2009	4	17	3	2.827471896
2009	4	17	6	2.44138905
2009	4	17	9	2.523713979
2009	4	17	12	2.736107901
2009	4	17	15	2.273701646
2009	4	17	18	3.334275596
2009	4	17	21	3.463957184
2009	4	18	0	3.443898188
2009	4	18	3	2.918368984
2009	4	18	6	1.163943308
2009	4	18	9	1.167699832
2009	4	18	12	0.936182298
2009	4	18	15	1.421239461
2009	4	18	18	3.396782206
2009	4	18	21	4.003700792
2009	4	19	0	2.971562882
2009	4	19	3	1.638267352
2009	4	19	6	2.341580096
2009	4	19	9	2.965803797
2009	4	19	12	1.70988313
2009	4	19	15	0.743437126
2009	4	19	18	1.986774782
2009	4	19	21	2.987027025
2009	4	20	0	2.935693218
2009	4	20	3	1.730037738
2009	4	20	6	1.515931685
2009	4	20	9	1.776774265
2009	4	20	12	1.14816825
2009	4	20	15	1.368770862
2009	4	20	18	1.761442673
2009	4	20	21	2.419684062
2009	4	21	0	3.306495302
2009	4	21	3	3.347348474
2009	4	21	6	3.45525692
2009	4	21	9	4.126002055
2009	4	21	12	4.020048918
2009	4	21	15	4.38377303
2009	4	21	18	5.968183187
2009	4	21	21	6.842929083
2009	4	22	0	6.103725163
2009	4	22	3	4.701592368
2009	4	22	6	4.906202522
2009	4	22	9	5.015720417
2009	4	22	12	5.160902392
2009	4	22	15	5.429760757
2009	4	22	18	6.242798121
2009	4	22	21	8.224072235
2009	4	23	0	7.173806018
2009	4	23	3	4.489345558
2009	4	23	6	3.426160169
2009	4	23	9	3.580732281
2009	4	23	12	3.400470314
2009	4	23	15	2.77951629
2009	4	23	18	4.626452744
2009	4	23	21	5.220115139
2009	4	24	0	2.002174222
2009	4	24	3	3.506029187
2009	4	24	6	4.950425138
2009	4	24	9	5.27405696
2009	4	24	12	4.073424359
2009	4	24	15	2.383231547
2009	4	24	18	3.792075846
2009	4	24	21	7.873873956
2009	4	25	0	6.334349731
2009	4	25	3	4.018023668
2009	4	25	6	3.116573773
2009	4	25	9	3.290783417
2009	4	25	12	3.699088612
2009	4	25	15	5.314090146
2009	4	25	18	6.116747666
2009	4	25	21	7.329021416
2009	4	26	0	5.87740399
2009	4	26	3	3.071430308
2009	4	26	6	2.975760798
2009	4	26	9	2.295234984
2009	4	26	12	2.174452258
2009	4	26	15	2.088071336
2009	4	26	18	4.256432145
2009	4	26	21	6.255568039
2009	4	27	0	5.515712063
2009	4	27	3	4.694800221
2009	4	27	6	5.268306611
2009	4	27	9	6.341835995
2009	4	27	12	7.691543234
2009	4	27	15	8.11640775
2009	4	27	18	9.203059335
2009	4	27	21	9.258602555
2009	4	28	0	7.115847621
2009	4	28	3	3.5722384
2009	4	28	6	3.811845399
2009	4	28	9	3.399292846
2009	4	28	12	2.79908292
2009	4	28	15	3.508220935
2009	4	28	18	6.149289414
2009	4	28	21	6.803377386
2009	4	29	0	4.319176646
2009	4	29	3	1.073313175
2009	4	29	6	2.514929063
2009	4	29	9	2.998848154
2009	4	29	12	2.44467597
2009	4	29	15	2.839215266
2009	4	29	18	5.971834317
2009	4	29	21	7.960970818
2009	4	30	0	6.884409335
2009	4	30	3	2.973563521
2009	4	30	6	1.461430945
2009	4	30	9	1.881216444
2009	4	30	12	2.405720941
2009	4	30	15	2.348599887
2009	4	30	18	3.385962357
2009	4	30	21	3.413590849
2009	5	1	0	2.605120346
2009	5	1	3	2.274798574
2009	5	1	6	3.026452767
2009	5	1	9	2.959079448
2009	5	1	12	2.846747417
2009	5	1	15	5.448863058
2009	5	1	18	9.285123537
2009	5	1	21	8.838162156
2009	5	2	0	6.325865757
2009	5	2	3	2.990003682
2009	5	2	6	3.150898349
2009	5	2	9	3.290856408
2009	5	2	12	3.140997095
2009	5	2	15	3.641425736
2009	5	2	18	4.388799147
2009	5	2	21	6.268285645
2009	5	3	0	6.312266631
2009	5	3	3	4.993199543
2009	5	3	6	3.943019301
2009	5	3	9	3.085764127
2009	5	3	12	2.53140845
2009	5	3	15	2.500740642
2009	5	3	18	4.345550308
2009	5	3	21	6.628707163
2009	5	4	0	5.396847012
2009	5	4	3	3.778248817
2009	5	4	6	5.160939436
2009	5	4	9	6.843948405
2009	5	4	12	7.3469071
2009	5	4	15	6.934275149
2009	5	4	18	7.973965316
2009	5	4	21	9.726747333
2009	5	5	0	8.121547224
2009	5	5	3	4.160778308
2009	5	5	6	3.813306577
2009	5	5	9	3.534908409
2009	5	5	12	3.185243399
2009	5	5	15	3.726829508
2009	5	5	18	7.70144909
2009	5	5	21	9.43395585
2009	5	6	0	7.313098069
2009	5	6	3	4.318169357
2009	5	6	6	4.185415229
2009	5	6	9	4.113975912
2009	5	6	12	4.1717081
2009	5	6	15	5.630318076
2009	5	6	18	7.506413652
2009	5	6	21	8.66728398
2009	5	7	0	7.758019964
2009	5	7	3	3.936355725
2009	5	7	6	3.502900188
2009	5	7	9	3.596393858
2009	5	7	12	2.98870506
2009	5	7	15	1.563061232
2009	5	7	18	2.796492981
2009	5	7	21	4.012641962
2009	5	8	0	3.847700104
2009	5	8	3	2.705451409
2009	5	8	6	2.300379985
2009	5	8	9	2.501654754
2009	5	8	12	2.584936827
2009	5	8	15	2.208285889
2009	5	8	18	1.474753869
2009	5	8	21	2.531697235
2009	5	9	0	2.42640328
2009	5	9	3	3.093146064
2009	5	9	6	2.933050982
2009	5	9	9	2.126328519
2009	5	9	12	1.502004495
2009	5	9	15	0.692794762
2009	5	9	18	1.780760938
2009	5	9	21	3.252726417
2009	5	10	0	2.468302221
2009	5	10	3	1.681756606
2009	5	10	6	3.074506384
2009	5	10	9	3.837164485
2009	5	10	12	3.548969245
2009	5	10	15	3.431642115
2009	5	10	18	4.576813931
2009	5	10	21	5.930969662
2009	5	11	0	5.469953537
2009	5	11	3	3.791245159
2009	5	11	6	3.296892621
2009	5	11	9	3.151298669
2009	5	11	12	5.327556344
2009	5	11	15	8.459722954
2009	5	11	18	11.12055669
2009	5	11	21	10.87133848
2009	5	12	0	8.975124926
2009	5	12	3	4.854496613
2009	5	12	6	4.396633184
2009	5	12	9	3.746076814
2009	5	12	12	3.546938097
2009	5	12	15	2.86538588
2009	5	12	18	1.444260989
2009	5	12	21	0.887517915
2009	5	13	0	1.643800281
2009	5	13	3	2.746104935
2009	5	13	6	3.427115195
2009	5	13	9	3.591761637
2009	5	13	12	4.138781646
2009	5	13	15	4.988145382
2009	5	13	18	6.705532462
2009	5	13	21	7.406653639
2009	5	14	0	6.370550437
2009	5	14	3	3.248057154
2009	5	14	6	2.600438169
2009	5	14	9	2.746891137
2009	5	14	12	2.265543006
2009	5	14	15	1.297194756
2009	5	14	18	3.293436726
2009	5	14	21	3.272798361
2009	5	15	0	2.268948559
2009	5	15	3	1.847256447
2009	5	15	6	2.292336099
2009	5	15	9	3.085682867
2009	5	15	12	2.150123592
2009	5	15	15	0.710052806
2009	5	15	18	1.454713932
2009	5	15	21	2.391505201
2009	5	16	0	2.631467846
2009	5	16	3	1.529523501
2009	5	16	6	2.255197286
2009	5	16	9	1.8938905
2009	5	16	12	1.794340002
2009	5	16	15	1.426151659
2009	5	16	18	0.839621047
2009	5	16	21	1.653675082
2009	5	17	0	1.725651092
2009	5	17	3	0.708814839
2009	5	17	6	2.286985247
2009	5	17	9	3.195362963
2009	5	17	12	2.98535886
2009	5	17	15	2.163282223
2009	5	17	18	2.968381739
2009	5	17	21	3.668594568
2009	5	18	0	3.658853185
2009	5	18	3	4.248951459
2009	5	18	6	4.430981382
2009	5	18	9	4.523994435
2009	5	18	12	5.093344691
2009	5	18	15	6.202461336
2009	5	18	18	7.560712253
2009	5	18	21	7.74390925
2009	5	19	0	6.106538161
2009	5	19	3	4.284989156
2009	5	19	6	4.512736154
2009	5	19	9	4.316565725
2009	5	19	12	4.145383725
2009	5	19	15	4.559887194
2009	5	19	18	5.481176662
2009	5	19	21	4.509051567
2009	5	20	0	3.002710446
2009	5	20	3	3.756697217
2009	5	20	6	3.893065693
2009	5	20	9	3.813815472
2009	5	20	12	3.552823047
2009	5	20	15	1.559478015
2009	5	20	18	1.693504096
